"=""Burden Id""","=""Type""","=""Country""","=""ISO3""","=""Region""","=""Name""","=""Year""","=""Measure""","=""Metric""","=""Sex""","=""REI Name""","=""Cause Name""","=""Age Group Name""","=""Burden Mean""","=""Burden Mean Rounded""","=""Burden Upper""","=""Burden Lower""","=""Pollutant""","=""Pollutant Name""","=""Region Name""","=""Measure Name""","=""Metric Name"""
1313229,"=""country""","=""Cook Islands""","=""COK""","=""country""","=""Cook Islands""","=""2000""","=""daly""","=""rate""","=""Both""","=""Nitrogen dioxide pollution""","=""Asthma""","=""<5 years""","=""0.0638""","=""0.0638""","=""0.568""","=""-0.0223""","=""no2""","=""NO<sub>2</sub>""","=""Country""","=""DALY""","=""Rate"""
1313247,"=""country""","=""Cook Islands""","=""COK""","=""country""","=""Cook Islands""","=""2010""","=""daly""","=""rate""","=""Both""","=""Nitrogen dioxide pollution""","=""Asthma""","=""<5 years""","=""0.287""","=""0.287""","=""2.13""","=""-0.195""","=""no2""","=""NO<sub>2</sub>""","=""Country""","=""DALY""","=""Rate"""
1313265,"=""country""","=""Cook Islands""","=""COK""","=""country""","=""Cook Islands""","=""2021""","=""daly""","=""rate""","=""Both""","=""Nitrogen dioxide pollution""","=""Asthma""","=""<5 years""","=""0.569""","=""0.569""","=""3.03""","=""-0.354""","=""no2""","=""NO<sub>2</sub>""","=""Country""","=""DALY""","=""Rate"""
1304925,"=""country""","=""Costa Rica""","=""CRI""","=""country""","=""Costa Rica""","=""1990""","=""daly""","=""rate""","=""Both""","=""Nitrogen dioxide pollution""","=""Asthma""","=""<5 years""","=""14""","=""14""","=""63.1""","=""-12.6""","=""no2""","=""NO<sub>2</sub>""","=""Country""","=""DALY""","=""Rate"""
1304949,"=""country""","=""Costa Rica""","=""CRI""","=""country""","=""Costa Rica""","=""2000""","=""daly""","=""rate""","=""Both""","=""Nitrogen dioxide pollution""","=""Asthma""","=""<5 years""","=""16""","=""16""","=""67.1""","=""-13.2""","=""no2""","=""NO<sub>2</sub>""","=""Country""","=""DALY""","=""Rate"""
1304973,"=""country""","=""Costa Rica""","=""CRI""","=""country""","=""Costa Rica""","=""2010""","=""daly""","=""rate""","=""Both""","=""Nitrogen dioxide pollution""","=""Asthma""","=""<5 years""","=""16.3""","=""16.3""","=""68""","=""-13.5""","=""no2""","=""NO<sub>2</sub>""","=""Country""","=""DALY""","=""Rate"""
1304997,"=""country""","=""Costa Rica""","=""CRI""","=""country""","=""Costa Rica""","=""2021""","=""daly""","=""rate""","=""Both""","=""Nitrogen dioxide pollution""","=""Asthma""","=""<5 years""","=""11.9""","=""11.9""","=""56.7""","=""-11.1""","=""no2""","=""NO<sub>2</sub>""","=""Country""","=""DALY""","=""Rate"""
1298450,"=""country""","=""Croatia""","=""HRV""","=""country""","=""Croatia""","=""1990""","=""daly""","=""rate""","=""Both""","=""Nitrogen dioxide pollution""","=""Asthma""","=""<5 years""","=""17.4""","=""17.4""","=""67.1""","=""-16.1""","=""no2""","=""NO<sub>2</sub>""","=""Country""","=""DALY""","=""Rate"""
1298480,"=""country""","=""Croatia""","=""HRV""","=""country""","=""Croatia""","=""2000""","=""daly""","=""rate""","=""Both""","=""Nitrogen dioxide pollution""","=""Asthma""","=""<5 years""","=""9.59""","=""9.59""","=""44.5""","=""-9.01""","=""no2""","=""NO<sub>2</sub>""","=""Country""","=""DALY""","=""Rate"""
1298510,"=""country""","=""Croatia""","=""HRV""","=""country""","=""Croatia""","=""2010""","=""daly""","=""rate""","=""Both""","=""Nitrogen dioxide pollution""","=""Asthma""","=""<5 years""","=""6.43""","=""6.43""","=""38.4""","=""-5.93""","=""no2""","=""NO<sub>2</sub>""","=""Country""","=""DALY""","=""Rate"""
1298540,"=""country""","=""Croatia""","=""HRV""","=""country""","=""Croatia""","=""2021""","=""daly""","=""rate""","=""Both""","=""Nitrogen dioxide pollution""","=""Asthma""","=""<5 years""","=""5.84""","=""5.84""","=""34""","=""-5.27""","=""no2""","=""NO<sub>2</sub>""","=""Country""","=""DALY""","=""Rate"""
1304829,"=""country""","=""Cuba""","=""CUB""","=""country""","=""Cuba""","=""1990""","=""daly""","=""rate""","=""Both""","=""Nitrogen dioxide pollution""","=""Asthma""","=""<5 years""","=""9.21""","=""9.21""","=""57.4""","=""-7.52""","=""no2""","=""NO<sub>2</sub>""","=""Country""","=""DALY""","=""Rate"""
1304853,"=""country""","=""Cuba""","=""CUB""","=""country""","=""Cuba""","=""2000""","=""daly""","=""rate""","=""Both""","=""Nitrogen dioxide pollution""","=""Asthma""","=""<5 years""","=""12.7""","=""12.7""","=""71""","=""-11.7""","=""no2""","=""NO<sub>2</sub>""","=""Country""","=""DALY""","=""Rate"""
1304877,"=""country""","=""Cuba""","=""CUB""","=""country""","=""Cuba""","=""2010""","=""daly""","=""rate""","=""Both""","=""Nitrogen dioxide pollution""","=""Asthma""","=""<5 years""","=""16.3""","=""16.3""","=""87.2""","=""-15.1""","=""no2""","=""NO<sub>2</sub>""","=""Country""","=""DALY""","=""Rate"""
1304901,"=""country""","=""Cuba""","=""CUB""","=""country""","=""Cuba""","=""2021""","=""daly""","=""rate""","=""Both""","=""Nitrogen dioxide pollution""","=""Asthma""","=""<5 years""","=""15.4""","=""15.4""","=""84.2""","=""-14.2""","=""no2""","=""NO<sub>2</sub>""","=""Country""","=""DALY""","=""Rate"""
1301222,"=""country""","=""Cyprus""","=""CYP""","=""country""","=""Cyprus""","=""1990""","=""daly""","=""rate""","=""Both""","=""Nitrogen dioxide pollution""","=""Asthma""","=""<5 years""","=""13.8""","=""13.8""","=""56.1""","=""-12.7""","=""no2""","=""NO<sub>2</sub>""","=""Country""","=""DALY""","=""Rate"""
1301252,"=""country""","=""Cyprus""","=""CYP""","=""country""","=""Cyprus""","=""2000""","=""daly""","=""rate""","=""Both""","=""Nitrogen dioxide pollution""","=""Asthma""","=""<5 years""","=""12.4""","=""12.4""","=""47.3""","=""-11.8""","=""no2""","=""NO<sub>2</sub>""","=""Country""","=""DALY""","=""Rate"""
1301282,"=""country""","=""Cyprus""","=""CYP""","=""country""","=""Cyprus""","=""2010""","=""daly""","=""rate""","=""Both""","=""Nitrogen dioxide pollution""","=""Asthma""","=""<5 years""","=""9.46""","=""9.46""","=""37.4""","=""-8.89""","=""no2""","=""NO<sub>2</sub>""","=""Country""","=""DALY""","=""Rate"""
1301312,"=""country""","=""Cyprus""","=""CYP""","=""country""","=""Cyprus""","=""2021""","=""daly""","=""rate""","=""Both""","=""Nitrogen dioxide pollution""","=""Asthma""","=""<5 years""","=""8.88""","=""8.88""","=""42.9""","=""-8.79""","=""no2""","=""NO<sub>2</sub>""","=""Country""","=""DALY""","=""Rate"""
1299965,"=""country""","=""Czechia""","=""CZE""","=""country""","=""Czechia""","=""1990""","=""daly""","=""rate""","=""Both""","=""Nitrogen dioxide pollution""","=""Asthma""","=""<5 years""","=""27.1""","=""27.1""","=""88.4""","=""-26.1""","=""no2""","=""NO<sub>2</sub>""","=""Country""","=""DALY""","=""Rate"""
1299998,"=""country""","=""Czechia""","=""CZE""","=""country""","=""Czechia""","=""2000""","=""daly""","=""rate""","=""Both""","=""Nitrogen dioxide pollution""","=""Asthma""","=""<5 years""","=""18.2""","=""18.2""","=""67.5""","=""-17.5""","=""no2""","=""NO<sub>2</sub>""","=""Country""","=""DALY""","=""Rate"""
1300031,"=""country""","=""Czechia""","=""CZE""","=""country""","=""Czechia""","=""2010""","=""daly""","=""rate""","=""Both""","=""Nitrogen dioxide pollution""","=""Asthma""","=""<5 years""","=""12.9""","=""12.9""","=""52.9""","=""-12""","=""no2""","=""NO<sub>2</sub>""","=""Country""","=""DALY""","=""Rate"""
1300064,"=""country""","=""Czechia""","=""CZE""","=""country""","=""Czechia""","=""2021""","=""daly""","=""rate""","=""Both""","=""Nitrogen dioxide pollution""","=""Asthma""","=""<5 years""","=""9.5""","=""9.5""","=""43.6""","=""-9.38""","=""no2""","=""NO<sub>2</sub>""","=""Country""","=""DALY""","=""Rate"""
1315260,"=""country""","=""Côte d'Ivoire""","=""CIV""","=""country""","=""Côte d'Ivoire""","=""1990""","=""daly""","=""rate""","=""Both""","=""Nitrogen dioxide pollution""","=""Asthma""","=""<5 years""","=""2.27""","=""2.27""","=""9.78""","=""-1.84""","=""no2""","=""NO<sub>2</sub>""","=""Country""","=""DALY""","=""Rate"""
1315287,"=""country""","=""Côte d'Ivoire""","=""CIV""","=""country""","=""Côte d'Ivoire""","=""2000""","=""daly""","=""rate""","=""Both""","=""Nitrogen dioxide pollution""","=""Asthma""","=""<5 years""","=""1.65""","=""1.65""","=""8.38""","=""-1.38""","=""no2""","=""NO<sub>2</sub>""","=""Country""","=""DALY""","=""Rate"""
1315314,"=""country""","=""Côte d'Ivoire""","=""CIV""","=""country""","=""Côte d'Ivoire""","=""2010""","=""daly""","=""rate""","=""Both""","=""Nitrogen dioxide pollution""","=""Asthma""","=""<5 years""","=""2.21""","=""2.21""","=""9.85""","=""-1.75""","=""no2""","=""NO<sub>2</sub>""","=""Country""","=""DALY""","=""Rate"""
1315341,"=""country""","=""Côte d'Ivoire""","=""CIV""","=""country""","=""Côte d'Ivoire""","=""2021""","=""daly""","=""rate""","=""Both""","=""Nitrogen dioxide pollution""","=""Asthma""","=""<5 years""","=""3.65""","=""3.65""","=""13.8""","=""-2.54""","=""no2""","=""NO<sub>2</sub>""","=""Country""","=""DALY""","=""Rate"""
1299045,"=""country""","=""Democratic People's Republic of Korea""","=""PRK""","=""country""","=""Democratic People's Republic of Korea""","=""1990""","=""daly""","=""rate""","=""Both""","=""Nitrogen dioxide pollution""","=""Asthma""","=""<5 years""","=""5.76""","=""5.76""","=""36.5""","=""-5.31""","=""no2""","=""NO<sub>2</sub>""","=""Country""","=""DALY""","=""Rate"""
1299069,"=""country""","=""Democratic People's Republic of Korea""","=""PRK""","=""country""","=""Democratic People's Republic of Korea""","=""2000""","=""daly""","=""rate""","=""Both""","=""Nitrogen dioxide pollution""","=""Asthma""","=""<5 years""","=""4.32""","=""4.32""","=""28.3""","=""-3.93""","=""no2""","=""NO<sub>2</sub>""","=""Country""","=""DALY""","=""Rate"""
1299093,"=""country""","=""Democratic People's Republic of Korea""","=""PRK""","=""country""","=""Democratic People's Republic of Korea""","=""2010""","=""daly""","=""rate""","=""Both""","=""Nitrogen dioxide pollution""","=""Asthma""","=""<5 years""","=""6.43""","=""6.43""","=""32.7""","=""-6.3""","=""no2""","=""NO<sub>2</sub>""","=""Country""","=""DALY""","=""Rate"""
1299117,"=""country""","=""Democratic People's Republic of Korea""","=""PRK""","=""country""","=""Democratic People's Republic of Korea""","=""2021""","=""daly""","=""rate""","=""Both""","=""Nitrogen dioxide pollution""","=""Asthma""","=""<5 years""","=""4.95""","=""4.95""","=""26.5""","=""-4.63""","=""no2""","=""NO<sub>2</sub>""","=""Country""","=""DALY""","=""Rate"""
1309416,"=""country""","=""Democratic Republic of the Congo""","=""COD""","=""country""","=""Democratic Republic of the Congo""","=""1990""","=""daly""","=""rate""","=""Both""","=""Nitrogen dioxide pollution""","=""Asthma""","=""<5 years""","=""4.69""","=""4.69""","=""17.9""","=""-3.46""","=""no2""","=""NO<sub>2</sub>""","=""Country""","=""DALY""","=""Rate"""
1309443,"=""country""","=""Democratic Republic of the Congo""","=""COD""","=""country""","=""Democratic Republic of the Congo""","=""2000""","=""daly""","=""rate""","=""Both""","=""Nitrogen dioxide pollution""","=""Asthma""","=""<5 years""","=""2.76""","=""2.76""","=""11.5""","=""-2.17""","=""no2""","=""NO<sub>2</sub>""","=""Country""","=""DALY""","=""Rate"""
1309470,"=""country""","=""Democratic Republic of the Congo""","=""COD""","=""country""","=""Democratic Republic of the Congo""","=""2010""","=""daly""","=""rate""","=""Both""","=""Nitrogen dioxide pollution""","=""Asthma""","=""<5 years""","=""2.55""","=""2.55""","=""10.3""","=""-2.01""","=""no2""","=""NO<sub>2</sub>""","=""Country""","=""DALY""","=""Rate"""
1309497,"=""country""","=""Democratic Republic of the Congo""","=""COD""","=""country""","=""Democratic Republic of the Congo""","=""2021""","=""daly""","=""rate""","=""Both""","=""Nitrogen dioxide pollution""","=""Asthma""","=""<5 years""","=""1.55""","=""1.55""","=""6.4""","=""-1.22""","=""no2""","=""NO<sub>2</sub>""","=""Country""","=""DALY""","=""Rate"""
1302607,"=""country""","=""Denmark""","=""DNK""","=""country""","=""Denmark""","=""1990""","=""daly""","=""rate""","=""Both""","=""Nitrogen dioxide pollution""","=""Asthma""","=""<5 years""","=""10""","=""10""","=""42.2""","=""-8.8""","=""no2""","=""NO<sub>2</sub>""","=""Country""","=""DALY""","=""Rate"""
1302643,"=""country""","=""Denmark""","=""DNK""","=""country""","=""Denmark""","=""2000""","=""daly""","=""rate""","=""Both""","=""Nitrogen dioxide pollution""","=""Asthma""","=""<5 years""","=""11.1""","=""11.1""","=""46.5""","=""-9.59""","=""no2""","=""NO<sub>2</sub>""","=""Country""","=""DALY""","=""Rate"""
1302679,"=""country""","=""Denmark""","=""DNK""","=""country""","=""Denmark""","=""2010""","=""daly""","=""rate""","=""Both""","=""Nitrogen dioxide pollution""","=""Asthma""","=""<5 years""","=""7.08""","=""7.08""","=""34.4""","=""-6.7""","=""no2""","=""NO<sub>2</sub>""","=""Country""","=""DALY""","=""Rate"""
1302715,"=""country""","=""Denmark""","=""DNK""","=""country""","=""Denmark""","=""2021""","=""daly""","=""rate""","=""Both""","=""Nitrogen dioxide pollution""","=""Asthma""","=""<5 years""","=""5.18""","=""5.18""","=""27.4""","=""-5.02""","=""no2""","=""NO<sub>2</sub>""","=""Country""","=""DALY""","=""Rate"""
1311828,"=""country""","=""Djibouti""","=""DJI""","=""country""","=""Djibouti""","=""1990""","=""daly""","=""rate""","=""Both""","=""Nitrogen dioxide pollution""","=""Asthma""","=""<5 years""","=""4.05""","=""4.05""","=""18.9""","=""-3.58""","=""no2""","=""NO<sub>2</sub>""","=""Country""","=""DALY""","=""Rate"""
1311855,"=""country""","=""Djibouti""","=""DJI""","=""country""","=""Djibouti""","=""2000""","=""daly""","=""rate""","=""Both""","=""Nitrogen dioxide pollution""","=""Asthma""","=""<5 years""","=""1.86""","=""1.86""","=""12.6""","=""-1.72""","=""no2""","=""NO<sub>2</sub>""","=""Country""","=""DALY""","=""Rate"""
1311882,"=""country""","=""Djibouti""","=""DJI""","=""country""","=""Djibouti""","=""2010""","=""daly""","=""rate""","=""Both""","=""Nitrogen dioxide pollution""","=""Asthma""","=""<5 years""","=""6.65""","=""6.65""","=""37.1""","=""-6.35""","=""no2""","=""NO<sub>2</sub>""","=""Country""","=""DALY""","=""Rate"""
1311909,"=""country""","=""Djibouti""","=""DJI""","=""country""","=""Djibouti""","=""2021""","=""daly""","=""rate""","=""Both""","=""Nitrogen dioxide pollution""","=""Asthma""","=""<5 years""","=""7.91""","=""7.91""","=""34.2""","=""-6.5""","=""no2""","=""NO<sub>2</sub>""","=""Country""","=""DALY""","=""Rate"""
1306377,"=""country""","=""Dominica""","=""DMA""","=""country""","=""Dominica""","=""1990""","=""daly""","=""rate""","=""Both""","=""Nitrogen dioxide pollution""","=""Asthma""","=""<5 years""","=""0.0378""","=""0.0378""","=""0""","=""0""","=""no2""","=""NO<sub>2</sub>""","=""Country""","=""DALY""","=""Rate"""
1306401,"=""country""","=""Dominica""","=""DMA""","=""country""","=""Dominica""","=""2000""","=""daly""","=""rate""","=""Both""","=""Nitrogen dioxide pollution""","=""Asthma""","=""<5 years""","=""0.0413""","=""0.0413""","=""0""","=""0""","=""no2""","=""NO<sub>2</sub>""","=""Country""","=""DALY""","=""Rate"""
1306425,"=""country""","=""Dominica""","=""DMA""","=""country""","=""Dominica""","=""2010""","=""daly""","=""rate""","=""Both""","=""Nitrogen dioxide pollution""","=""Asthma""","=""<5 years""","=""2.02""","=""2.02""","=""16.2""","=""-1.84""","=""no2""","=""NO<sub>2</sub>""","=""Country""","=""DALY""","=""Rate"""
1306449,"=""country""","=""Dominica""","=""DMA""","=""country""","=""Dominica""","=""2021""","=""daly""","=""rate""","=""Both""","=""Nitrogen dioxide pollution""","=""Asthma""","=""<5 years""","=""3.03""","=""3.03""","=""18.4""","=""-2.68""","=""no2""","=""NO<sub>2</sub>""","=""Country""","=""DALY""","=""Rate"""
1307685,"=""country""","=""Dominican Republic""","=""DOM""","=""country""","=""Dominican Republic""","=""1990""","=""daly""","=""rate""","=""Both""","=""Nitrogen dioxide pollution""","=""Asthma""","=""<5 years""","=""18.5""","=""18.5""","=""78.4""","=""-15.1""","=""no2""","=""NO<sub>2</sub>""","=""Country""","=""DALY""","=""Rate"""
1307709,"=""country""","=""Dominican Republic""","=""DOM""","=""country""","=""Dominican Republic""","=""2000""","=""daly""","=""rate""","=""Both""","=""Nitrogen dioxide pollution""","=""Asthma""","=""<5 years""","=""17.5""","=""17.5""","=""66.1""","=""-13.5""","=""no2""","=""NO<sub>2</sub>""","=""Country""","=""DALY""","=""Rate"""
1307733,"=""country""","=""Dominican Republic""","=""DOM""","=""country""","=""Dominican Republic""","=""2010""","=""daly""","=""rate""","=""Both""","=""Nitrogen dioxide pollution""","=""Asthma""","=""<5 years""","=""18.3""","=""18.3""","=""68.7""","=""-13.3""","=""no2""","=""NO<sub>2</sub>""","=""Country""","=""DALY""","=""Rate"""
1307757,"=""country""","=""Dominican Republic""","=""DOM""","=""country""","=""Dominican Republic""","=""2021""","=""daly""","=""rate""","=""Both""","=""Nitrogen dioxide pollution""","=""Asthma""","=""<5 years""","=""14.4""","=""14.4""","=""54.4""","=""-11.1""","=""no2""","=""NO<sub>2</sub>""","=""Country""","=""DALY""","=""Rate"""
1305969,"=""country""","=""Ecuador""","=""ECU""","=""country""","=""Ecuador""","=""1990""","=""daly""","=""rate""","=""Both""","=""Nitrogen dioxide pollution""","=""Asthma""","=""<5 years""","=""42.9""","=""42.9""","=""161""","=""-34.5""","=""no2""","=""NO<sub>2</sub>""","=""Country""","=""DALY""","=""Rate"""
1305993,"=""country""","=""Ecuador""","=""ECU""","=""country""","=""Ecuador""","=""2000""","=""daly""","=""rate""","=""Both""","=""Nitrogen dioxide pollution""","=""Asthma""","=""<5 years""","=""28.6""","=""28.6""","=""113""","=""-23.8""","=""no2""","=""NO<sub>2</sub>""","=""Country""","=""DALY""","=""Rate"""
1306017,"=""country""","=""Ecuador""","=""ECU""","=""country""","=""Ecuador""","=""2010""","=""daly""","=""rate""","=""Both""","=""Nitrogen dioxide pollution""","=""Asthma""","=""<5 years""","=""21.2""","=""21.2""","=""85.6""","=""-16.4""","=""no2""","=""NO<sub>2</sub>""","=""Country""","=""DALY""","=""Rate"""
1306041,"=""country""","=""Ecuador""","=""ECU""","=""country""","=""Ecuador""","=""2021""","=""daly""","=""rate""","=""Both""","=""Nitrogen dioxide pollution""","=""Asthma""","=""<5 years""","=""12.6""","=""12.6""","=""58.5""","=""-9.79""","=""no2""","=""NO<sub>2</sub>""","=""Country""","=""DALY""","=""Rate"""
1305552,"=""country""","=""Egypt""","=""EGY""","=""country""","=""Egypt""","=""1990""","=""daly""","=""rate""","=""Both""","=""Nitrogen dioxide pollution""","=""Asthma""","=""<5 years""","=""33""","=""33""","=""111""","=""-26.1""","=""no2""","=""NO<sub>2</sub>""","=""Country""","=""DALY""","=""Rate"""
1305579,"=""country""","=""Egypt""","=""EGY""","=""country""","=""Egypt""","=""2000""","=""daly""","=""rate""","=""Both""","=""Nitrogen dioxide pollution""","=""Asthma""","=""<5 years""","=""23.1""","=""23.1""","=""80.7""","=""-18""","=""no2""","=""NO<sub>2</sub>""","=""Country""","=""DALY""","=""Rate"""
1305606,"=""country""","=""Egypt""","=""EGY""","=""country""","=""Egypt""","=""2010""","=""daly""","=""rate""","=""Both""","=""Nitrogen dioxide pollution""","=""Asthma""","=""<5 years""","=""16.7""","=""16.7""","=""55.6""","=""-12.4""","=""no2""","=""NO<sub>2</sub>""","=""Country""","=""DALY""","=""Rate"""
1305633,"=""country""","=""Egypt""","=""EGY""","=""country""","=""Egypt""","=""2021""","=""daly""","=""rate""","=""Both""","=""Nitrogen dioxide pollution""","=""Asthma""","=""<5 years""","=""13.8""","=""13.8""","=""48.5""","=""-10.4""","=""no2""","=""NO<sub>2</sub>""","=""Country""","=""DALY""","=""Rate"""
1306281,"=""country""","=""El Salvador""","=""SLV""","=""country""","=""El Salvador""","=""1990""","=""daly""","=""rate""","=""Both""","=""Nitrogen dioxide pollution""","=""Asthma""","=""<5 years""","=""32""","=""32""","=""142""","=""-26.7""","=""no2""","=""NO<sub>2</sub>""","=""Country""","=""DALY""","=""Rate"""
1306305,"=""country""","=""El Salvador""","=""SLV""","=""country""","=""El Salvador""","=""2000""","=""daly""","=""rate""","=""Both""","=""Nitrogen dioxide pollution""","=""Asthma""","=""<5 years""","=""22.5""","=""22.5""","=""94""","=""-18.3""","=""no2""","=""NO<sub>2</sub>""","=""Country""","=""DALY""","=""Rate"""
1306329,"=""country""","=""El Salvador""","=""SLV""","=""country""","=""El Salvador""","=""2010""","=""daly""","=""rate""","=""Both""","=""Nitrogen dioxide pollution""","=""Asthma""","=""<5 years""","=""13.8""","=""13.8""","=""61.3""","=""-11.9""","=""no2""","=""NO<sub>2</sub>""","=""Country""","=""DALY""","=""Rate"""
1306353,"=""country""","=""El Salvador""","=""SLV""","=""country""","=""El Salvador""","=""2021""","=""daly""","=""rate""","=""Both""","=""Nitrogen dioxide pollution""","=""Asthma""","=""<5 years""","=""6.66""","=""6.66""","=""42.4""","=""-5.73""","=""no2""","=""NO<sub>2</sub>""","=""Country""","=""DALY""","=""Rate"""
1311468,"=""country""","=""Equatorial Guinea""","=""GNQ""","=""country""","=""Equatorial Guinea""","=""1990""","=""daly""","=""rate""","=""Both""","=""Nitrogen dioxide pollution""","=""Asthma""","=""<5 years""","=""0.0631""","=""0.0631""","=""0.492""","=""-0.0145""","=""no2""","=""NO<sub>2</sub>""","=""Country""","=""DALY""","=""Rate"""
1311495,"=""country""","=""Equatorial Guinea""","=""GNQ""","=""country""","=""Equatorial Guinea""","=""2000""","=""daly""","=""rate""","=""Both""","=""Nitrogen dioxide pollution""","=""Asthma""","=""<5 years""","=""0.0448""","=""0.0448""","=""0.337""","=""-0.0112""","=""no2""","=""NO<sub>2</sub>""","=""Country""","=""DALY""","=""Rate"""
1311522,"=""country""","=""Equatorial Guinea""","=""GNQ""","=""country""","=""Equatorial Guinea""","=""2010""","=""daly""","=""rate""","=""Both""","=""Nitrogen dioxide pollution""","=""Asthma""","=""<5 years""","=""0.132""","=""0.132""","=""1.21""","=""-0.0935""","=""no2""","=""NO<sub>2</sub>""","=""Country""","=""DALY""","=""Rate"""
1311549,"=""country""","=""Equatorial Guinea""","=""GNQ""","=""country""","=""Equatorial Guinea""","=""2021""","=""daly""","=""rate""","=""Both""","=""Nitrogen dioxide pollution""","=""Asthma""","=""<5 years""","=""0.103""","=""0.103""","=""0.944""","=""-0.0715""","=""no2""","=""NO<sub>2</sub>""","=""Country""","=""DALY""","=""Rate"""
1309200,"=""country""","=""Eritrea""","=""ERI""","=""country""","=""Eritrea""","=""1990""","=""daly""","=""rate""","=""Both""","=""Nitrogen dioxide pollution""","=""Asthma""","=""<5 years""","=""5.64""","=""5.64""","=""35.3""","=""-5.23""","=""no2""","=""NO<sub>2</sub>""","=""Country""","=""DALY""","=""Rate"""
1309227,"=""country""","=""Eritrea""","=""ERI""","=""country""","=""Eritrea""","=""2000""","=""daly""","=""rate""","=""Both""","=""Nitrogen dioxide pollution""","=""Asthma""","=""<5 years""","=""3.82""","=""3.82""","=""24.8""","=""-3.36""","=""no2""","=""NO<sub>2</sub>""","=""Country""","=""DALY""","=""Rate"""
1309254,"=""country""","=""Eritrea""","=""ERI""","=""country""","=""Eritrea""","=""2010""","=""daly""","=""rate""","=""Both""","=""Nitrogen dioxide pollution""","=""Asthma""","=""<5 years""","=""2.98""","=""2.98""","=""17.1""","=""-2.62""","=""no2""","=""NO<sub>2</sub>""","=""Country""","=""DALY""","=""Rate"""
1309281,"=""country""","=""Eritrea""","=""ERI""","=""country""","=""Eritrea""","=""2021""","=""daly""","=""rate""","=""Both""","=""Nitrogen dioxide pollution""","=""Asthma""","=""<5 years""","=""2.84""","=""2.84""","=""15.8""","=""-2.45""","=""no2""","=""NO<sub>2</sub>""","=""Country""","=""DALY""","=""Rate"""
1301597,"=""country""","=""Estonia""","=""EST""","=""country""","=""Estonia""","=""1990""","=""daly""","=""rate""","=""Both""","=""Nitrogen dioxide pollution""","=""Asthma""","=""<5 years""","=""8.72""","=""8.72""","=""32.6""","=""-7.51""","=""no2""","=""NO<sub>2</sub>""","=""Country""","=""DALY""","=""Rate"""
1301630,"=""country""","=""Estonia""","=""EST""","=""country""","=""Estonia""","=""2000""","=""daly""","=""rate""","=""Both""","=""Nitrogen dioxide pollution""","=""Asthma""","=""<5 years""","=""7.89""","=""7.89""","=""29.7""","=""-6.57""","=""no2""","=""NO<sub>2</sub>""","=""Country""","=""DALY""","=""Rate"""
1301663,"=""country""","=""Estonia""","=""EST""","=""country""","=""Estonia""","=""2010""","=""daly""","=""rate""","=""Both""","=""Nitrogen dioxide pollution""","=""Asthma""","=""<5 years""","=""8.3""","=""8.3""","=""33.6""","=""-7.39""","=""no2""","=""NO<sub>2</sub>""","=""Country""","=""DALY""","=""Rate"""
1301696,"=""country""","=""Estonia""","=""EST""","=""country""","=""Estonia""","=""2021""","=""daly""","=""rate""","=""Both""","=""Nitrogen dioxide pollution""","=""Asthma""","=""<5 years""","=""9.58""","=""9.58""","=""36.2""","=""-8.51""","=""no2""","=""NO<sub>2</sub>""","=""Country""","=""DALY""","=""Rate"""
1313292,"=""country""","=""Eswatini""","=""SWZ""","=""country""","=""Eswatini""","=""1990""","=""daly""","=""rate""","=""Both""","=""Nitrogen dioxide pollution""","=""Asthma""","=""<5 years""","=""1.35""","=""1.35""","=""13""","=""-1.1""","=""no2""","=""NO<sub>2</sub>""","=""Country""","=""DALY""","=""Rate"""
1313319,"=""country""","=""Eswatini""","=""SWZ""","=""country""","=""Eswatini""","=""2000""","=""daly""","=""rate""","=""Both""","=""Nitrogen dioxide pollution""","=""Asthma""","=""<5 years""","=""0.682""","=""0.682""","=""6.77""","=""-0.524""","=""no2""","=""NO<sub>2</sub>""","=""Country""","=""DALY""","=""Rate"""
1313346,"=""country""","=""Eswatini""","=""SWZ""","=""country""","=""Eswatini""","=""2010""","=""daly""","=""rate""","=""Both""","=""Nitrogen dioxide pollution""","=""Asthma""","=""<5 years""","=""0.745""","=""0.745""","=""7.27""","=""-0.599""","=""no2""","=""NO<sub>2</sub>""","=""Country""","=""DALY""","=""Rate"""
1313373,"=""country""","=""Eswatini""","=""SWZ""","=""country""","=""Eswatini""","=""2021""","=""daly""","=""rate""","=""Both""","=""Nitrogen dioxide pollution""","=""Asthma""","=""<5 years""","=""0.569""","=""0.569""","=""5.97""","=""-0.413""","=""no2""","=""NO<sub>2</sub>""","=""Country""","=""DALY""","=""Rate"""
1311211,"=""country""","=""Ethiopia""","=""ETH""","=""country""","=""Ethiopia""","=""1990""","=""daly""","=""rate""","=""Both""","=""Nitrogen dioxide pollution""","=""Asthma""","=""<5 years""","=""2.51""","=""2.51""","=""15.5""","=""-2.11""","=""no2""","=""NO<sub>2</sub>""","=""Country""","=""DALY""","=""Rate"""
1311220,"=""country""","=""Ethiopia""","=""ETH""","=""country""","=""Ethiopia""","=""2000""","=""daly""","=""rate""","=""Both""","=""Nitrogen dioxide pollution""","=""Asthma""","=""<5 years""","=""1.02""","=""1.02""","=""7.73""","=""-0.761""","=""no2""","=""NO<sub>2</sub>""","=""Country""","=""DALY""","=""Rate"""
